Country,Price Index,month,C1_School closing_org,C2_Workplace closing_org,C3_Cancel public events_org,C4_Restrictions on gatherings_org,C5_Close public transport_org,C6_Stay at home requirements_org,C7_Restrictions on internal movement_org,C8_International travel controls_org,ConfirmedCases_org,ConfirmedDeaths_org,StringencyIndex_org,log_cases_org,log_death_org,CountryName,C1_School closing_dst,C2_Workplace closing_dst,C3_Cancel public events_dst,C4_Restrictions on gatherings_dst,C5_Close public transport_dst,C6_Stay at home requirements_dst,C7_Restrictions on internal movement_dst,C8_International travel controls_dst,ConfirmedCases_dst,ConfirmedDeaths_dst,StringencyIndex_dst,log_cases_dst,log_death_dst,date
China,113.4,2022-01-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6906004.0,287432.0,57415.57000000019,15.74790188093992,12.56874506858243,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4073100985.0,52802767.0,55409.66,22.12767045931465,17.78207417154481,25
China,116.6,2022-02-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6420445.0,259616.0,52135.55,15.674998143658172,12.466962747030095,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4339352063.0,51501354.0,49058.19000000012,22.19099087990405,17.757118675967455,26
China,122.4,2022-03-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8782770.0,287484.0,61943.79999999995,15.988302519463591,12.568925963945391,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4919809186.0,59838975.0,48333.6399999999,22.316535583568463,17.907167779184615,27
Japan,100.5,2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Japan,100.5,2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,0.0,69.50000000000001,4.04305126783455,0.0,United States,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,82.0,10.0,978.4399999999956,4.418840607796598,2.3978952727983707,1
Japan,99.3,2020-02-01,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2418.0,40.0,632.3299999999999,7.791109510610028,3.713572066704308,United States,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,822.0,31.0,5434.350000000011,6.71295620067707,3.4657359027997265,2
Japan,96.6,2020-03-01,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,29049.0,892.0,1275.92,10.276773762280058,6.794586580876499,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2239877.0,52060.0,69997.39000000036,14.621931958062277,10.86017138696953,3
Japan,93.2,2020-04-01,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,264160.0,6828.0,1372.1900000000005,12.484314044731285,8.82893352896109,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39637247.0,2137344.0,123071.36000000032,17.495279840192637,14.575074962543855,4
Japan,92.9,2020-05-01,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,496442.0,23077.0,1301.8200000000002,13.115223952251544,10.046635061754612,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90544685.0,5594808.0,117517.9099999998,18.321354054762672,15.537349761522584,5
Japan,97.0,2020-06-01,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,525362.0,28222.0,833.2999999999995,13.171844731218584,10.247892527339827,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,129591407.0,7131398.0,100569.68000000062,18.67989704338845,15.78001798632692,6
Japan,97.9,2020-07-01,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,769638.0,30626.0,867.6999999999997,13.55367685272534,10.329637251837124,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,222051618.0,8634642.0,99146.72000000102,19.21842043082645,15.971292925338249,7
Japan,98.6,2020-08-01,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1701860.0,34929.0,1013.9599999999992,14.347232916155246,10.461101337800878,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,332675398.0,10487122.0,98345.61000000066,19.622677794762115,16.165658681554856,8
Japan,99.3,2020-09-01,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2296922.0,43822.0,991.7600000000004,14.647080959124162,10.687914072695598,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,398563926.0,11686008.0,88863.64000000032,19.8033784624003,16.27390287224854,9
Japan,100.1,2020-10-01,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2855665.0,51647.0,1024.1700000000008,14.864815648824091,10.85220675162962,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,501452077.0,13476803.0,88958.51000000024,20.03301860347236,16.416480543349557,10
Japan,100.7,2020-11-01,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3648413.0,57759.0,1100.0999999999997,15.10980311057932,10.964051773566707,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,674929008.0,14877546.0,88502.72000000032,20.33011807145401,16.515363721629072,11
Japan,102.0,2020-12-01,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5876987.0,86300.0,1453.7300000000005,15.586554943734612,11.3655964644899,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1053717759.0,19182641.0,95094.2400000006,20.77559047132,16.769516365587034,12
Japan,104.2,2021-01-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9914215.0,140778.0,1530.1799999999994,16.10948024469671,11.854946563855178,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1464550441.0,24653083.0,94427.58000000076,21.10481416679357,17.02041256218904,13
Japan,105.9,2021-02-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11643489.0,195704.0,1389.8999999999996,16.270257783506775,12.18436370236796,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1550635716.0,27010059.0,82579.19,21.161930823793146,17.111719947165813,14
Japan,107.3,2021-03-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13993264.0,267606.0,1367.5499999999995,16.454086700398978,12.497274765339526,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1835738875.0,32965325.0,86379.16999999993,21.330712894628988,17.310966839757143,15
Japan,107.6,2021-04-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,15837325.0,288494.0,1361.0599999999995,16.5778801169687,12.572433033757576,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1891368494.0,33584221.0,75822.20000000011,21.360566475433288,17.32956693131132,16
Japan,111.0,2021-05-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,21045760.0,360633.0,1521.1699999999998,16.862209720141248,12.795618872605532,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2042243457.0,35988314.0,71435.86999999962,21.437314774851465,17.398704860398478,17
Japan,112.1,2021-06-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,23315113.0,424202.0,1598.0800000000004,16.964612377768685,12.957967393223496,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2011296808.0,35700717.0,61062.77999999989,21.42204552958612,17.390681358592442,18
Japan,112.1,2021-07-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,26124551.0,465532.0,1583.7200000000007,17.078386119776855,13.050938264701074,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2118195381.0,37411588.0,58447.63999999956,21.473830328218508,17.437491080696272,19
Japan,111.9,2021-08-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,36898551.0,480927.0,1584.6099999999997,17.423682867048388,13.083472849733822,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2296647899.0,38414750.0,54938.49999999948,21.554716462007782,17.463952084419834,20
Japan,112.7,2021-09-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,49375732.0,508753.0,1548.95,17.714969626644987,13.139719878115896,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2494555827.0,39871067.0,50617.4399999997,21.637376525451888,17.50116150605671,21
Japan,113.8,2021-10-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,53213339.0,559205.0,1463.8200000000006,17.789819674758572,13.23427319945791,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2779251187.0,44658385.0,51515.389999999694,21.745447371531355,17.614552664000882,22
Japan,115.1,2021-11-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,51746666.0,549774.0,1416.6000000000006,17.761870582238508,13.21726438259905,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2833058554.0,45653885.0,52336.98000000027,21.764622726483417,17.636599287340623,23
Japan,113.3,2021-12-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,53594682.0,569572.0,1463.8200000000006,17.796960423359412,13.252642236271017,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3148951317.0,49655061.0,54306.37000000021,21.870335319434844,17.720610896934264,24
Japan,117.8,2022-01-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,62424675.0,573071.0,1463.8200000000006,17.94947120388837,13.25876664225328,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4073100985.0,52802767.0,55409.66,22.12767045931465,17.78207417154481,25
Japan,121.7,2022-02-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,112014005.0,585923.0,1322.1600000000003,18.53413447501225,13.280945367315542,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4339352063.0,51501354.0,49058.19000000012,22.19099087990405,17.757118675967455,26
Japan,128.0,2022-03-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,182016880.0,818221.0,1423.12,19.01960999348705,13.614888972407323,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4919809186.0,59838975.0,48333.6399999999,22.316535583568463,17.907167779184615,27
