Category,Time,Price Index,month,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,ConfirmedCases,ConfirmedDeaths,StringencyIndex,log_cases,log_death,date
Nonmanufactory,20-Jan,-0.029361942,2020-01-01,0.14285714285714285,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.05069124423963134,0.07834101382488479,0.0,7.974562211981552,0.07542376181724188,0.0,0
Manufactory-1,20-Jan,0.010309278,2020-01-01,0.14285714285714285,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.05069124423963134,0.07834101382488479,0.0,7.974562211981552,0.07542376181724188,0.0,0
Manufactory-2,20-Jan,-0.007821229,2020-01-01,0.14285714285714285,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.05069124423963134,0.07834101382488479,0.0,7.974562211981552,0.07542376181724188,0.0,0
Manufactory-3,20-Jan,0.000707763,2020-01-01,0.14285714285714285,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.05069124423963134,0.07834101382488479,0.0,7.974562211981552,0.07542376181724188,0.0,0
Nonmanufactory,20-Feb,-0.136125654,2020-02-01,0.14285714285714285,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.3275862068965517,1.0394088669950738,0.0,11.75640394088668,0.712659994783527,0.0,1
Manufactory-1,20-Feb,0.005565863,2020-02-01,0.14285714285714285,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.3275862068965517,1.0394088669950738,0.0,11.75640394088668,0.712659994783527,0.0,1
Manufactory-2,20-Feb,-0.01463964,2020-02-01,0.14285714285714285,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.3275862068965517,1.0394088669950738,0.0,11.75640394088668,0.712659994783527,0.0,1
Manufactory-3,20-Feb,0.000707262,2020-02-01,0.14285714285714285,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.3275862068965517,1.0394088669950738,0.0,11.75640394088668,0.712659994783527,0.0,1
Nonmanufactory,20-Mar,-0.284848485,2020-03-01,1.3824884792626728,1.1866359447004609,1.4101382488479262,1.5714285714285714,0.12442396313364056,0.5299539170506913,0.5622119815668203,2.3433179723502304,283.3709677419355,4.543778801843318,41.67225806451609,5.6502796102356685,1.7126763624342192,2
Manufactory-1,20-Mar,-0.020295203,2020-03-01,1.3824884792626728,1.1866359447004609,1.4101382488479262,1.5714285714285714,0.12442396313364056,0.5299539170506913,0.5622119815668203,2.3433179723502304,283.3709677419355,4.543778801843318,41.67225806451609,5.6502796102356685,1.7126763624342192,2
Manufactory-2,20-Mar,0.008,2020-03-01,1.3824884792626728,1.1866359447004609,1.4101382488479262,1.5714285714285714,0.12442396313364056,0.5299539170506913,0.5622119815668203,2.3433179723502304,283.3709677419355,4.543778801843318,41.67225806451609,5.6502796102356685,1.7126763624342192,2
Manufactory-3,20-Mar,0.000661165,2020-03-01,1.3824884792626728,1.1866359447004609,1.4101382488479262,1.5714285714285714,0.12442396313364056,0.5299539170506913,0.5622119815668203,2.3433179723502304,283.3709677419355,4.543778801843318,41.67225806451609,5.6502796102356685,1.7126763624342192,2
Nonmanufactory,20-Apr,-0.411487759,2020-04-01,2.6904761904761907,2.7476190476190476,1.938095238095238,3.442857142857143,0.35714285714285715,1.25,1.638095238095238,4.0,4597.247619047619,270.60714285714283,76.7548809523809,8.433430557515441,5.604356694518189,3
Manufactory-1,20-Apr,-0.04519774,2020-04-01,2.6904761904761907,2.7476190476190476,1.938095238095238,3.442857142857143,0.35714285714285715,1.25,1.638095238095238,4.0,4597.247619047619,270.60714285714283,76.7548809523809,8.433430557515441,5.604356694518189,3
Manufactory-2,20-Apr,-0.079365079,2020-04-01,2.6904761904761907,2.7476190476190476,1.938095238095238,3.442857142857143,0.35714285714285715,1.25,1.638095238095238,4.0,4597.247619047619,270.60714285714283,76.7548809523809,8.433430557515441,5.604356694518189,3
Manufactory-3,20-Apr,0.000706295,2020-04-01,2.6904761904761907,2.7476190476190476,1.938095238095238,3.442857142857143,0.35714285714285715,1.25,1.638095238095238,4.0,4597.247619047619,270.60714285714283,76.7548809523809,8.433430557515441,5.604356694518189,3
Nonmanufactory,20-May,0.1392,2020-05-01,2.769585253456221,2.3225806451612905,2.0,3.69815668202765,0.35714285714285715,0.8640552995391705,1.6912442396313363,4.0,10856.670506912442,890.778801843318,74.8893087557603,9.292627068353129,6.793218121831606,4
Manufactory-1,20-May,0.004930966,2020-05-01,2.769585253456221,2.3225806451612905,2.0,3.69815668202765,0.35714285714285715,0.8640552995391705,1.6912442396313363,4.0,10856.670506912442,890.778801843318,74.8893087557603,9.292627068353129,6.793218121831606,4
Manufactory-2,20-May,-0.018472906,2020-05-01,2.769585253456221,2.3225806451612905,2.0,3.69815668202765,0.35714285714285715,0.8640552995391705,1.6912442396313363,4.0,10856.670506912442,890.778801843318,74.8893087557603,9.292627068353129,6.793218121831606,4
Manufactory-3,20-May,0.000683029,2020-05-01,2.769585253456221,2.3225806451612905,2.0,3.69815668202765,0.35714285714285715,0.8640552995391705,1.6912442396313363,4.0,10856.670506912442,890.778801843318,74.8893087557603,9.292627068353129,6.793218121831606,4
Nonmanufactory,20-Jun,0.797752809,2020-06-01,2.552380952380952,1.888095238095238,1.8761904761904762,3.3404761904761906,0.30238095238095236,0.5142857142857142,1.4333333333333333,4.0,14170.05238095238,1203.2238095238095,68.01885714285719,9.558956598166382,7.093590496902487,5
Manufactory-1,20-Jun,0.00686948,2020-06-01,2.552380952380952,1.888095238095238,1.8761904761904762,3.3404761904761906,0.30238095238095236,0.5142857142857142,1.4333333333333333,4.0,14170.05238095238,1203.2238095238095,68.01885714285719,9.558956598166382,7.093590496902487,5
Manufactory-2,20-Jun,0.028858218,2020-06-01,2.552380952380952,1.888095238095238,1.8761904761904762,3.3404761904761906,0.30238095238095236,0.5142857142857142,1.4333333333333333,4.0,14170.05238095238,1203.2238095238095,68.01885714285719,9.558956598166382,7.093590496902487,5
Manufactory-3,20-Jun,0.000705315,2020-06-01,2.552380952380952,1.888095238095238,1.8761904761904762,3.3404761904761906,0.30238095238095236,0.5142857142857142,1.4333333333333333,4.0,14170.05238095238,1203.2238095238095,68.01885714285719,9.558956598166382,7.093590496902487,5
Nonmanufactory,20-Jul,0.0859375,2020-07-01,2.4400921658986174,1.4723502304147464,1.608294930875576,3.0714285714285716,0.2857142857142857,0.42857142857142855,1.3617511520737327,4.0,15715.677419354839,1274.426267281106,62.688364055299665,9.662477683551574,7.151035728996914,6
Manufactory-1,20-Jul,-0.006822612,2020-07-01,2.4400921658986174,1.4723502304147464,1.608294930875576,3.0714285714285716,0.2857142857142857,0.42857142857142855,1.3617511520737327,4.0,15715.677419354839,1274.426267281106,62.688364055299665,9.662477683551574,7.151035728996914,6
Manufactory-2,20-Jul,0.034146341,2020-07-01,2.4400921658986174,1.4723502304147464,1.608294930875576,3.0714285714285716,0.2857142857142857,0.42857142857142855,1.3617511520737327,4.0,15715.677419354839,1274.426267281106,62.688364055299665,9.662477683551574,7.151035728996914,6
Manufactory-3,20-Jul,0.000682082,2020-07-01,2.4400921658986174,1.4723502304147464,1.608294930875576,3.0714285714285716,0.2857142857142857,0.42857142857142855,1.3617511520737327,4.0,15715.677419354839,1274.426267281106,62.688364055299665,9.662477683551574,7.151035728996914,6
Nonmanufactory,20-Aug,0.041007194,2020-08-01,2.3364055299539173,1.4285714285714286,1.5,3.02073732718894,0.2834101382488479,0.42857142857142855,1.4285714285714286,4.0,17518.05069124424,1301.6497695852534,61.96525345622148,9.771044178732648,7.172155753262986,7
Manufactory-1,20-Aug,0.02060844,2020-08-01,2.3364055299539173,1.4285714285714286,1.5,3.02073732718894,0.2834101382488479,0.42857142857142855,1.4285714285714286,4.0,17518.05069124424,1301.6497695852534,61.96525345622148,9.771044178732648,7.172155753262986,7
Manufactory-2,20-Aug,0.135613208,2020-08-01,2.3364055299539173,1.4285714285714286,1.5,3.02073732718894,0.2834101382488479,0.42857142857142855,1.4285714285714286,4.0,17518.05069124424,1301.6497695852534,61.96525345622148,9.771044178732648,7.172155753262986,7
Manufactory-3,20-Aug,0.000704337,2020-08-01,2.3364055299539173,1.4285714285714286,1.5,3.02073732718894,0.2834101382488479,0.42857142857142855,1.4285714285714286,4.0,17518.05069124424,1301.6497695852534,61.96525345622148,9.771044178732648,7.172155753262986,7
Nonmanufactory,20-Sep,-0.062888735,2020-09-01,1.276190476190476,1.4833333333333334,1.4452380952380952,3.0,0.21428571428571427,0.42857142857142855,1.4238095238095239,4.0,20268.038095238095,1325.3880952380953,57.84047619047632,9.916849783719059,7.190214809098062,8
Manufactory-1,20-Sep,0.003846154,2020-09-01,1.276190476190476,1.4833333333333334,1.4452380952380952,3.0,0.21428571428571427,0.42857142857142855,1.4238095238095239,4.0,20268.038095238095,1325.3880952380953,57.84047619047632,9.916849783719059,7.190214809098062,8
Manufactory-2,20-Sep,0.043613707,2020-09-01,1.276190476190476,1.4833333333333334,1.4452380952380952,3.0,0.21428571428571427,0.42857142857142855,1.4238095238095239,4.0,20268.038095238095,1325.3880952380953,57.84047619047632,9.916849783719059,7.190214809098062,8
Manufactory-3,20-Sep,0.000703842,2020-09-01,1.276190476190476,1.4833333333333334,1.4452380952380952,3.0,0.21428571428571427,0.42857142857142855,1.4238095238095239,4.0,20268.038095238095,1325.3880952380953,57.84047619047632,9.916849783719059,7.190214809098062,8
Nonmanufactory,20-Oct,0.004424779,2020-10-01,1.2119815668202765,1.5299539170506913,1.4285714285714286,3.271889400921659,0.21428571428571427,0.6797235023041475,1.4285714285714286,4.0,28122.062211981567,1403.6866359447004,58.241221198156744,10.244345238003524,7.247569521977057,9
Manufactory-1,20-Oct,0.007662835,2020-10-01,1.2119815668202765,1.5299539170506913,1.4285714285714286,3.271889400921659,0.21428571428571427,0.6797235023041475,1.4285714285714286,4.0,28122.062211981567,1403.6866359447004,58.241221198156744,10.244345238003524,7.247569521977057,9
Manufactory-2,20-Oct,-0.004975124,2020-10-01,1.2119815668202765,1.5299539170506913,1.4285714285714286,3.271889400921659,0.21428571428571427,0.6797235023041475,1.4285714285714286,4.0,28122.062211981567,1403.6866359447004,58.241221198156744,10.244345238003524,7.247569521977057,9
Manufactory-3,20-Oct,0.000680658,2020-10-01,1.2119815668202765,1.5299539170506913,1.4285714285714286,3.271889400921659,0.21428571428571427,0.6797235023041475,1.4285714285714286,4.0,28122.062211981567,1403.6866359447004,58.241221198156744,10.244345238003524,7.247569521977057,9
Nonmanufactory,20-Nov,0.032305433,2020-11-01,1.4952380952380953,1.7738095238095237,1.5452380952380953,3.5214285714285714,0.25952380952380955,0.8714285714285714,1.438095238095238,4.0,43422.316666666666,1606.3880952380953,61.92880952380946,10.678751826205202,7.38236583952878,10
Manufactory-1,20-Nov,0.025665399,2020-11-01,1.4952380952380953,1.7738095238095237,1.5452380952380953,3.5214285714285714,0.25952380952380955,0.8714285714285714,1.438095238095238,4.0,43422.316666666666,1606.3880952380953,61.92880952380946,10.678751826205202,7.38236583952878,10
Manufactory-2,20-Nov,-0.071,2020-11-01,1.4952380952380953,1.7738095238095237,1.5452380952380953,3.5214285714285714,0.25952380952380955,0.8714285714285714,1.438095238095238,4.0,43422.316666666666,1606.3880952380953,61.92880952380946,10.678751826205202,7.38236583952878,10
Manufactory-3,20-Nov,0.000702868,2020-11-01,1.4952380952380953,1.7738095238095237,1.5452380952380953,3.5214285714285714,0.25952380952380955,0.8714285714285714,1.438095238095238,4.0,43422.316666666666,1606.3880952380953,61.92880952380946,10.678751826205202,7.38236583952878,10
Nonmanufactory,20-Dec,0.105263158,2020-12-01,1.8064516129032258,2.025345622119816,1.7857142857142858,3.693548387096774,0.26497695852534564,1.0138248847926268,1.5622119815668203,4.0,69326.32488479263,2027.004608294931,66.42626728110581,11.146594405944633,7.6148076370432705,11
Manufactory-1,20-Dec,0.024096386,2020-12-01,1.8064516129032258,2.025345622119816,1.7857142857142858,3.693548387096774,0.26497695852534564,1.0138248847926268,1.5622119815668203,4.0,69326.32488479263,2027.004608294931,66.42626728110581,11.146594405944633,7.6148076370432705,11
Manufactory-2,20-Dec,0.024757804,2020-12-01,1.8064516129032258,2.025345622119816,1.7857142857142858,3.693548387096774,0.26497695852534564,1.0138248847926268,1.5622119815668203,4.0,69326.32488479263,2027.004608294931,66.42626728110581,11.146594405944633,7.6148076370432705,11
Manufactory-3,20-Dec,0.000679717,2020-12-01,1.8064516129032258,2.025345622119816,1.7857142857142858,3.693548387096774,0.26497695852534564,1.0138248847926268,1.5622119815668203,4.0,69326.32488479263,2027.004608294931,66.42626728110581,11.146594405944633,7.6148076370432705,11
Nonmanufactory,21-Jan,0.063706564,2021-01-01,1.707373271889401,1.8940092165898617,1.6866359447004609,3.6036866359447006,0.33410138248847926,1.0806451612903225,1.6428571428571428,4.0,99826.90552995392,2623.8156682027648,67.00444700460844,11.511203037743295,7.872765950923028,12
Manufactory-1,21-Jan,0.004524887,2021-01-01,1.707373271889401,1.8940092165898617,1.6866359447004609,3.6036866359447006,0.33410138248847926,1.0806451612903225,1.6428571428571428,4.0,99826.90552995392,2623.8156682027648,67.00444700460844,11.511203037743295,7.872765950923028,12
Manufactory-2,21-Jan,0.12394958,2021-01-01,1.707373271889401,1.8940092165898617,1.6866359447004609,3.6036866359447006,0.33410138248847926,1.0806451612903225,1.6428571428571428,4.0,99826.90552995392,2623.8156682027648,67.00444700460844,11.511203037743295,7.872765950923028,12
Manufactory-3,21-Jan,0.000701897,2021-01-01,1.707373271889401,1.8940092165898617,1.6866359447004609,3.6036866359447006,0.33410138248847926,1.0806451612903225,1.6428571428571428,4.0,99826.90552995392,2623.8156682027648,67.00444700460844,11.511203037743295,7.872765950923028,12
Nonmanufactory,21-Feb,0.119782214,2021-02-01,1.711734693877551,1.9234693877551021,1.7755102040816326,3.663265306122449,0.336734693877551,1.096938775510204,1.6428571428571428,4.0,118366.85459183673,3063.377551020408,67.24655612244916,11.681552466189927,8.027599744881728,13
Manufactory-1,21-Feb,0.015315315,2021-02-01,1.711734693877551,1.9234693877551021,1.7755102040816326,3.663265306122449,0.336734693877551,1.096938775510204,1.6428571428571428,4.0,118366.85459183673,3063.377551020408,67.24655612244916,11.681552466189927,8.027599744881728,13
Manufactory-2,21-Feb,0.028037383,2021-02-01,1.711734693877551,1.9234693877551021,1.7755102040816326,3.663265306122449,0.336734693877551,1.096938775510204,1.6428571428571428,4.0,118366.85459183673,3063.377551020408,67.24655612244916,11.681552466189927,8.027599744881728,13
Manufactory-3,21-Feb,0.000701405,2021-02-01,1.711734693877551,1.9234693877551021,1.7755102040816326,3.663265306122449,0.336734693877551,1.096938775510204,1.6428571428571428,4.0,118366.85459183673,3063.377551020408,67.24655612244916,11.681552466189927,8.027599744881728,13
Nonmanufactory,21-Mar,0.085899514,2021-03-01,1.608294930875576,1.827188940092166,1.6497695852534562,3.654377880184332,0.30184331797235026,0.9285714285714286,1.6428571428571428,4.0,131759.15207373272,3239.352534562212,64.70557603686662,11.788738519023084,8.083437409830973,14
Manufactory-1,21-Mar,0.020408163,2021-03-01,1.608294930875576,1.827188940092166,1.6497695852534562,3.654377880184332,0.30184331797235026,0.9285714285714286,1.6428571428571428,4.0,131759.15207373272,3239.352534562212,64.70557603686662,11.788738519023084,8.083437409830973,14
Manufactory-2,21-Mar,0.075454545,2021-03-01,1.608294930875576,1.827188940092166,1.6497695852534562,3.654377880184332,0.30184331797235026,0.9285714285714286,1.6428571428571428,4.0,131759.15207373272,3239.352534562212,64.70557603686662,11.788738519023084,8.083437409830973,14
Manufactory-3,21-Mar,0.000633083,2021-03-01,1.608294930875576,1.827188940092166,1.6497695852534562,3.654377880184332,0.30184331797235026,0.9285714285714286,1.6428571428571428,4.0,131759.15207373272,3239.352534562212,64.70557603686662,11.788738519023084,8.083437409830973,14
Nonmanufactory,21-Apr,0.006467662,2021-04-01,1.8357142857142856,1.973809523809524,1.6214285714285714,3.6547619047619047,0.2857142857142857,1.2523809523809524,1.7714285714285714,4.0,158067.1119047619,3406.714285714286,67.4664523809526,11.970781307122188,8.1337970480833,15
Manufactory-1,21-Apr,0.026086957,2021-04-01,1.8357142857142856,1.973809523809524,1.6214285714285714,3.6547619047619047,0.2857142857142857,1.2523809523809524,1.7714285714285714,4.0,158067.1119047619,3406.714285714286,67.4664523809526,11.970781307122188,8.1337970480833,15
Manufactory-2,21-Apr,0.043110735,2021-04-01,1.8357142857142856,1.973809523809524,1.6214285714285714,3.6547619047619047,0.2857142857142857,1.2523809523809524,1.7714285714285714,4.0,158067.1119047619,3406.714285714286,67.4664523809526,11.970781307122188,8.1337970480833,15
Manufactory-3,21-Apr,0.00070047,2021-04-01,1.8357142857142856,1.973809523809524,1.6214285714285714,3.6547619047619047,0.2857142857142857,1.2523809523809524,1.7714285714285714,4.0,158067.1119047619,3406.714285714286,67.4664523809526,11.970781307122188,8.1337970480833,15
Nonmanufactory,21-May,0.047454276,2021-05-01,1.9493087557603688,2.0944700460829493,1.6612903225806452,3.6820276497695854,0.2857142857142857,1.380184331797235,1.8387096774193548,4.0,189104.6658986175,3599.6428571428573,70.14034562212025,12.1500612166441,8.188867679930793,16
Manufactory-1,21-May,0.026271186,2021-05-01,1.9493087557603688,2.0944700460829493,1.6612903225806452,3.6820276497695854,0.2857142857142857,1.380184331797235,1.8387096774193548,4.0,189104.6658986175,3599.6428571428573,70.14034562212025,12.1500612166441,8.188867679930793,16
Manufactory-2,21-May,0.106158833,2021-05-01,1.9493087557603688,2.0944700460829493,1.6612903225806452,3.6820276497695854,0.2857142857142857,1.380184331797235,1.8387096774193548,4.0,189104.6658986175,3599.6428571428573,70.14034562212025,12.1500612166441,8.188867679930793,16
Manufactory-3,21-May,0.0006774,2021-05-01,1.9493087557603688,2.0944700460829493,1.6612903225806452,3.6820276497695854,0.2857142857142857,1.380184331797235,1.8387096774193548,4.0,189104.6658986175,3599.6428571428573,70.14034562212025,12.1500612166441,8.188867679930793,16
Nonmanufactory,21-Jun,0.065125059,2021-06-01,1.5857142857142856,1.6952380952380952,1.3142857142857143,3.6166666666666667,0.2833333333333333,1.1023809523809525,1.5666666666666667,4.0,200762.10952380951,3726.707142857143,63.406619047619124,12.209880932410673,8.223548616619238,17
Manufactory-1,21-Jun,0.048720066,2021-06-01,1.5857142857142856,1.6952380952380952,1.3142857142857143,3.6166666666666667,0.2833333333333333,1.1023809523809525,1.5666666666666667,4.0,200762.10952380951,3726.707142857143,63.406619047619124,12.209880932410673,8.223548616619238,17
Manufactory-2,21-Jun,0.037362637,2021-06-01,1.5857142857142856,1.6952380952380952,1.3142857142857143,3.6166666666666667,0.2833333333333333,1.1023809523809525,1.5666666666666667,4.0,200762.10952380951,3726.707142857143,63.406619047619124,12.209880932410673,8.223548616619238,17
Manufactory-3,21-Jun,0.000699506,2021-06-01,1.5857142857142856,1.6952380952380952,1.3142857142857143,3.6166666666666667,0.2833333333333333,1.1023809523809525,1.5666666666666667,4.0,200762.10952380951,3726.707142857143,63.406619047619124,12.209880932410673,8.223548616619238,17
Nonmanufactory,21-Jul,0.035002215,2021-07-01,1.400921658986175,0.9147465437788018,1.0345622119815667,2.6705069124423964,0.21428571428571427,1.0,1.4470046082949308,4.0,203546.78801843317,3783.84331797235,54.89573732718907,12.223656086853818,8.23875976949884,18
Manufactory-1,21-Jul,0.024409449,2021-07-01,1.400921658986175,0.9147465437788018,1.0345622119815667,2.6705069124423964,0.21428571428571427,1.0,1.4470046082949308,4.0,203546.78801843317,3783.84331797235,54.89573732718907,12.223656086853818,8.23875976949884,18
Manufactory-2,21-Jul,-0.087570621,2021-07-01,1.400921658986175,0.9147465437788018,1.0345622119815667,2.6705069124423964,0.21428571428571427,1.0,1.4470046082949308,4.0,203546.78801843317,3783.84331797235,54.89573732718907,12.223656086853818,8.23875976949884,18
Manufactory-3,21-Jul,0.000676468,2021-07-01,1.400921658986175,0.9147465437788018,1.0345622119815667,2.6705069124423964,0.21428571428571427,1.0,1.4470046082949308,4.0,203546.78801843317,3783.84331797235,54.89573732718907,12.223656086853818,8.23875976949884,18
Nonmanufactory,21-Aug,-0.031678082,2021-08-01,1.304147465437788,0.8824884792626728,1.0529953917050692,2.370967741935484,0.21428571428571427,1.0,1.1543778801843319,4.0,208775.74884792627,3816.269585253456,51.603525345622096,12.249020772697763,8.247290677773742,19
Manufactory-1,21-Aug,0.0,2021-08-01,1.304147465437788,0.8824884792626728,1.0529953917050692,2.370967741935484,0.21428571428571427,1.0,1.1543778801843319,4.0,208775.74884792627,3816.269585253456,51.603525345622096,12.249020772697763,8.247290677773742,19
Manufactory-2,21-Aug,-0.091331269,2021-08-01,1.304147465437788,0.8824884792626728,1.0529953917050692,2.370967741935484,0.21428571428571427,1.0,1.1543778801843319,4.0,208775.74884792627,3816.269585253456,51.603525345622096,12.249020772697763,8.247290677773742,19
Manufactory-3,21-Aug,0.000698544,2021-08-01,1.304147465437788,0.8824884792626728,1.0529953917050692,2.370967741935484,0.21428571428571427,1.0,1.1543778801843319,4.0,208775.74884792627,3816.269585253456,51.603525345622096,12.249020772697763,8.247290677773742,19
Nonmanufactory,21-Sep,0.039345712,2021-09-01,1.3166666666666667,1.3857142857142857,1.3333333333333333,2.7976190476190474,0.10952380952380952,1.0928571428571427,1.0666666666666667,4.0,223518.36428571428,3897.4142857142856,54.94616666666651,12.31725333038203,8.268325156029633,20
Manufactory-1,21-Sep,-0.002305919,2021-09-01,1.3166666666666667,1.3857142857142857,1.3333333333333333,2.7976190476190474,0.10952380952380952,1.0928571428571427,1.0666666666666667,4.0,223518.36428571428,3897.4142857142856,54.94616666666651,12.31725333038203,8.268325156029633,20
Manufactory-2,21-Sep,-0.05451448,2021-09-01,1.3166666666666667,1.3857142857142857,1.3333333333333333,2.7976190476190474,0.10952380952380952,1.0928571428571427,1.0666666666666667,4.0,223518.36428571428,3897.4142857142856,54.94616666666651,12.31725333038203,8.268325156029633,20
Manufactory-3,21-Sep,0.000698057,2021-09-01,1.3166666666666667,1.3857142857142857,1.3333333333333333,2.7976190476190474,0.10952380952380952,1.0928571428571427,1.0666666666666667,4.0,223518.36428571428,3897.4142857142856,54.94616666666651,12.31725333038203,8.268325156029633,20
Nonmanufactory,21-Oct,0.125903871,2021-10-01,1.412442396313364,1.73963133640553,1.467741935483871,3.2350230414746544,0.07142857142857142,1.0714285714285714,1.096774193548387,4.0,239887.91705069123,4053.057603686636,58.48518433179724,12.38793124955591,8.307473536009821,21
Manufactory-1,21-Oct,0.013867488,2021-10-01,1.412442396313364,1.73963133640553,1.467741935483871,3.2350230414746544,0.07142857142857142,1.0714285714285714,1.096774193548387,4.0,239887.91705069123,4053.057603686636,58.48518433179724,12.38793124955591,8.307473536009821,21
Manufactory-2,21-Oct,0.087387387,2021-10-01,1.412442396313364,1.73963133640553,1.467741935483871,3.2350230414746544,0.07142857142857142,1.0714285714285714,1.096774193548387,4.0,239887.91705069123,4053.057603686636,58.48518433179724,12.38793124955591,8.307473536009821,21
Manufactory-3,21-Oct,0.000675068,2021-10-01,1.412442396313364,1.73963133640553,1.467741935483871,3.2350230414746544,0.07142857142857142,1.0714285714285714,1.096774193548387,4.0,239887.91705069123,4053.057603686636,58.48518433179724,12.38793124955591,8.307473536009821,21
Nonmanufactory,21-Nov,0.038156403,2021-11-01,1.319047619047619,1.7142857142857142,1.5,3.2,0.14285714285714285,1.0714285714285714,1.0,4.0,250955.33095238096,4182.892857142857,58.6878809523806,12.4330342227082,8.338997397659432,22
Manufactory-1,21-Nov,-0.006079027,2021-11-01,1.319047619047619,1.7142857142857142,1.5,3.2,0.14285714285714285,1.0714285714285714,1.0,4.0,250955.33095238096,4182.892857142857,58.6878809523806,12.4330342227082,8.338997397659432,22
Manufactory-2,21-Nov,0.025683513,2021-11-01,1.319047619047619,1.7142857142857142,1.5,3.2,0.14285714285714285,1.0714285714285714,1.0,4.0,250955.33095238096,4182.892857142857,58.6878809523806,12.4330342227082,8.338997397659432,22
Manufactory-3,21-Nov,0.000697099,2021-11-01,1.319047619047619,1.7142857142857142,1.5,3.2,0.14285714285714285,1.0714285714285714,1.0,4.0,250955.33095238096,4182.892857142857,58.6878809523806,12.4330342227082,8.338997397659432,22
