Category,Time,Price Index,month,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,ConfirmedCases,ConfirmedDeaths,StringencyIndex,log_cases,log_death,date
Nonmanufactory,21-Dec,-0.111717613,2021-12-01,1.2903225806451613,1.6059907834101383,1.467741935483871,2.880184331797235,0.16820276497695852,0.9723502304147466,1.0092165898617511,3.9907834101382487,272770.3917050691,4275.297235023041,57.72486175115179,12.516389330335977,8.360842782129211,23
Manufactory-1,21-Dec,-0.000764526,2021-12-01,1.2903225806451613,1.6059907834101383,1.467741935483871,2.880184331797235,0.16820276497695852,0.9723502304147466,1.0092165898617511,3.9907834101382487,272770.3917050691,4275.297235023041,57.72486175115179,12.516389330335977,8.360842782129211,23
Manufactory-2,21-Dec,0.031502423,2021-12-01,1.2903225806451613,1.6059907834101383,1.467741935483871,2.880184331797235,0.16820276497695852,0.9723502304147466,1.0092165898617511,3.9907834101382487,272770.3917050691,4275.297235023041,57.72486175115179,12.516389330335977,8.360842782129211,23
Manufactory-3,21-Dec,0.000674142,2021-12-01,1.2903225806451613,1.6059907834101383,1.467741935483871,2.880184331797235,0.16820276497695852,0.9723502304147466,1.0092165898617511,3.9907834101382487,272770.3917050691,4275.297235023041,57.72486175115179,12.516389330335977,8.360842782129211,23
Nonmanufactory,22-Jan,0.097501024,2022-01-01,1.9746543778801844,2.032258064516129,1.6866359447004609,3.4723502304147464,0.2857142857142857,0.8525345622119815,1.0184331797235022,4.0,390669.64746543777,4568.078341013825,64.71564516129033,12.875620150157017,8.427066787621973,24
Manufactory-1,22-Jan,0.026013772,2022-01-01,1.9746543778801844,2.032258064516129,1.6866359447004609,3.4723502304147464,0.2857142857142857,0.8525345622119815,1.0184331797235022,4.0,390669.64746543777,4568.078341013825,64.71564516129033,12.875620150157017,8.427066787621973,24
Manufactory-2,22-Jan,0.118245889,2022-01-01,1.9746543778801844,2.032258064516129,1.6866359447004609,3.4723502304147464,0.2857142857142857,0.8525345622119815,1.0184331797235022,4.0,390669.64746543777,4568.078341013825,64.71564516129033,12.875620150157017,8.427066787621973,24
Manufactory-3,22-Jan,0.000696144,2022-01-01,1.9746543778801844,2.032258064516129,1.6866359447004609,3.4723502304147464,0.2857142857142857,0.8525345622119815,1.0184331797235022,4.0,390669.64746543777,4568.078341013825,64.71564516129033,12.875620150157017,8.427066787621973,24
Nonmanufactory,22-Feb,0.103770063,2022-02-01,1.3010204081632653,1.9209183673469388,1.5816326530612246,3.267857142857143,0.2857142857142857,0.49489795918367346,0.8698979591836735,3.9285714285714284,457864.60204081633,5070.4795918367345,57.48369897959188,13.034330974707089,8.531387886719761,25
Manufactory-1,22-Feb,0.020134228,2022-02-01,1.3010204081632653,1.9209183673469388,1.5816326530612246,3.267857142857143,0.2857142857142857,0.49489795918367346,0.8698979591836735,3.9285714285714284,457864.60204081633,5070.4795918367345,57.48369897959188,13.034330974707089,8.531387886719761,25
Manufactory-2,22-Feb,0.031512605,2022-02-01,1.3010204081632653,1.9209183673469388,1.5816326530612246,3.267857142857143,0.2857142857142857,0.49489795918367346,0.8698979591836735,3.9285714285714284,457864.60204081633,5070.4795918367345,57.48369897959188,13.034330974707089,8.531387886719761,25
